day_of_week,nb_customers_on_day,open,promotion,school_holiday,state_holiday_0,state_holiday_a,state_holiday_b,state_holiday_c,year,month,day,week_of_year,sales
3,0,0,0,0,0,1,0,0,2013,10,3,40,0.0
6,0,0,0,0,1,0,0,0,2013,8,25,34,0.0
0,1325,1,1,0,1,0,0,0,2013,7,1,27,12708.161818991808
2,439,1,1,0,1,0,0,0,2014,11,12,46,4910.876507823922
0,457,1,0,0,1,0,0,0,2013,1,14,3,4197.2605935526835
1,1024,1,1,0,1,0,0,0,2013,9,24,39,9080.053342464924
0,931,1,1,0,1,0,0,0,2014,4,28,18,9741.602123415714
6,0,0,0,0,1,0,0,0,2015,7,12,28,0.0
5,453,1,0,0,1,0,0,0,2014,3,1,9,4448.778684276342
5,1046,1,0,0,1,0,0,0,2013,2,9,6,8297.790009331198
1,823,1,0,0,1,0,0,0,2013,11,12,46,6516.651749630829
3,736,1,1,1,1,0,0,0,2013,8,29,35,7621.868753163224
1,458,1,0,0,1,0,0,0,2013,3,12,11,4246.479877279957
6,0,0,0,0,1,0,0,0,2014,6,15,24,0.0
3,380,1,0,0,1,0,0,0,2013,2,28,9,3823.494522291514
2,683,1,0,0,1,0,0,0,2015,5,13,20,6117.205849640138
3,571,1,0,0,1,0,0,0,2014,5,15,20,5000.954488716542
1,693,1,1,1,1,0,0,0,2013,8,13,33,7261.367675126143
2,700,1,0,0,1,0,0,0,2013,11,27,48,6056.640552044706
1,288,1,0,1,1,0,0,0,2013,12,31,1,2918.440074842008
1,786,1,1,0,1,0,0,0,2015,4,28,18,8397.744826226479
6,0,0,0,0,1,0,0,0,2013,12,29,52,0.0
3,456,1,1,0,1,0,0,0,2015,7,16,29,5319.043846171229
1,471,1,1,0,1,0,0,0,2013,7,2,27,5438.512673193377
2,802,1,1,0,1,0,0,0,2014,5,7,19,7835.64797000263
0,485,1,0,1,1,0,0,0,2013,9,2,36,4612.294232150141
6,0,0,0,0,1,0,0,0,2013,11,10,45,0.0
2,651,1,0,1,1,0,0,0,2014,8,13,33,5540.089596613538
3,496,1,1,0,1,0,0,0,2014,3,6,10,5423.481810078321
5,412,1,0,0,1,0,0,0,2013,4,20,16,3903.5116858243355
4,788,1,1,0,1,0,0,0,2013,3,22,12,7536.666232474617
2,746,1,0,0,1,0,0,0,2015,5,27,22,6604.91224669713
0,1034,1,1,0,1,0,0,0,2015,3,16,12,10814.159199421707
2,588,1,0,0,1,0,0,0,2013,11,13,46,5165.019282325062
1,319,1,1,0,1,0,0,0,2013,5,14,20,3816.648723163369
0,550,1,1,0,1,0,0,0,2015,5,18,21,6710.198008112373
4,651,1,0,0,1,0,0,0,2015,5,15,20,5960.044549834864
1,1405,1,1,1,1,0,0,0,2013,7,30,31,12774.135830400754
1,861,1,1,0,1,0,0,0,2013,7,16,29,8303.715863036645
3,1471,1,1,1,1,0,0,0,2013,8,1,31,12251.452773066854
3,696,1,0,0,1,0,0,0,2015,7,9,28,6243.129034898601
1,443,1,0,1,1,0,0,0,2014,4,22,17,4256.211077418982
6,0,0,0,0,1,0,0,0,2014,7,27,30,0.0
5,860,1,0,0,1,0,0,0,2013,1,5,1,7299.611483949354
3,399,1,0,0,1,0,0,0,2015,6,11,24,4223.908895133864
4,683,1,1,0,1,0,0,0,2014,11,14,46,6787.951019293521
4,2656,1,0,0,1,0,0,0,2014,1,17,3,12962.087164515026
5,1122,1,0,0,1,0,0,0,2013,2,2,5,9059.670075091382
1,734,1,1,0,1,0,0,0,2014,6,3,23,7560.741394985494
3,1149,1,1,0,1,0,0,0,2013,5,30,22,10773.15309923048
2,1093,1,0,0,1,0,0,0,2013,5,8,19,8122.799745344915
6,0,0,0,0,1,0,0,0,2015,4,5,14,0.0
5,849,1,0,0,1,0,0,0,2013,8,17,33,7229.924674787008
6,0,0,0,0,1,0,0,0,2013,7,7,27,0.0
5,525,1,0,0,1,0,0,0,2014,5,17,20,5187.74826972927
3,893,1,1,1,1,0,0,0,2013,7,4,27,8190.191912553601
0,2122,1,1,1,1,0,0,0,2014,8,4,32,18068.642431707525
0,698,1,0,0,1,0,0,0,2015,3,23,13,5960.851963520806
0,693,1,1,0,1,0,0,0,2015,1,26,5,8070.281631609862
3,1234,1,1,1,1,0,0,0,2014,4,17,16,10287.11417485242
1,824,1,0,0,1,0,0,0,2014,2,25,9,6441.540585182837
0,199,1,0,0,1,0,0,0,2013,6,10,24,1965.222140406215
4,1193,1,1,0,1,0,0,0,2014,6,6,23,10109.70291490809
4,930,1,1,0,1,0,0,0,2015,5,22,21,8291.02363533172
6,0,0,0,0,1,0,0,0,2014,8,24,34,0.0
1,339,1,0,0,1,0,0,0,2013,5,7,19,3508.2646703495066
0,565,1,0,0,1,0,0,0,2014,6,23,26,4993.024775183592
0,0,0,0,0,0,1,0,0,2013,5,20,21,0.0
4,621,1,1,0,1,0,0,0,2015,3,20,12,6347.8977153988035
0,0,0,0,0,0,1,0,0,2014,6,9,24,0.0
6,0,0,0,0,1,0,0,0,2015,3,22,12,0.0
2,663,1,0,0,1,0,0,0,2015,1,21,4,5585.913770172652
2,1187,1,1,1,1,0,0,0,2014,6,18,25,10027.314696226827
3,0,0,1,0,0,1,0,0,2014,6,19,25,0.0
6,0,0,0,0,1,0,0,0,2014,6,8,23,0.0
4,747,1,0,1,1,0,0,0,2015,1,2,1,6824.454768968538
0,260,1,0,0,1,0,0,0,2014,10,13,42,2686.435417487945
1,1074,1,1,1,1,0,0,0,2014,10,7,41,9668.786667628816
2,855,1,1,0,1,0,0,0,2014,12,17,51,9756.336586078523
5,794,1,0,0,1,0,0,0,2013,6,22,25,6663.051580186433
2,1059,1,0,0,1,0,0,0,2014,5,28,22,7996.120897079447
6,0,0,0,0,1,0,0,0,2013,6,23,25,0.0
4,512,1,1,1,1,0,0,0,2014,8,8,32,5407.979335245827
4,0,0,1,1,0,0,1,0,2013,3,29,13,0.0
4,910,1,0,0,1,0,0,0,2013,11,15,46,7464.943384202805
1,832,1,0,0,1,0,0,0,2014,4,8,15,6598.242888707448
3,351,1,1,0,1,0,0,0,2013,7,18,29,4105.619851645806
0,538,1,1,1,1,0,0,0,2015,6,1,23,6896.4947217793215
2,902,1,1,0,1,0,0,0,2014,7,2,27,8744.105558741006
3,489,1,1,0,1,0,0,0,2013,1,10,2,5298.388722157818
4,1081,1,1,1,1,0,0,0,2013,8,30,35,10419.11225976863
1,1195,1,1,0,1,0,0,0,2013,9,10,37,10431.921210262004
5,463,1,0,0,1,0,0,0,2015,5,30,22,4997.282706158513
0,855,1,1,0,1,0,0,0,2015,5,4,19,9328.157394103766
2,485,1,1,0,1,0,0,0,2014,1,8,2,5387.439313505342
4,578,1,0,0,1,0,0,0,2015,7,10,28,5411.665382071624
1,710,1,1,0,1,0,0,0,2014,11,25,48,7575.7169162474165
2,663,1,1,0,1,0,0,0,2013,12,4,49,7397.390824307132
4,986,1,1,0,1,0,0,0,2013,7,5,27,8735.102437416872
2,410,1,0,1,1,0,0,0,2015,5,27,22,4309.174983481011
3,774,1,1,0,1,0,0,0,2015,3,19,12,7765.029656340522
3,1171,1,0,1,1,0,0,0,2013,6,27,26,8724.256819305749
3,1326,1,0,0,1,0,0,0,2013,11,28,48,9862.03870386017
2,639,1,0,1,1,0,0,0,2013,6,26,26,5503.226555087025
2,721,1,1,1,1,0,0,0,2013,7,31,31,8250.885235023334
2,634,1,0,0,1,0,0,0,2015,5,13,20,5815.105356301551
6,0,0,0,0,1,0,0,0,2014,6,29,26,0.0
4,1048,1,0,0,1,0,0,0,2014,6,13,24,8258.218846423057
2,396,1,1,0,1,0,0,0,2014,5,21,21,4671.3081207141195
0,684,1,0,0,1,0,0,0,2013,6,24,26,5719.083789639246
1,745,1,1,0,1,0,0,0,2013,12,17,51,8905.313951500702
0,887,1,1,1,1,0,0,0,2015,7,13,29,9881.479624103167
4,705,1,0,1,1,0,0,0,2013,4,5,14,6293.041436638923
6,0,0,0,0,1,0,0,0,2013,12,1,48,0.0
4,611,1,0,0,1,0,0,0,2015,5,15,20,5740.207560638272
5,635,1,0,0,1,0,0,0,2015,7,4,27,6368.090698151874
5,296,1,0,0,1,0,0,0,2014,6,7,23,2763.1258970491444
0,1089,1,1,0,1,0,0,0,2013,8,12,33,11010.667078027467
4,584,1,1,0,1,0,0,0,2015,3,6,10,6133.363721595355
6,0,0,0,0,1,0,0,0,2015,4,5,14,0.0
0,941,1,1,1,1,0,0,0,2014,4,14,16,10020.9934141346
2,0,0,0,1,0,0,0,1,2013,12,25,52,0.0
3,475,1,1,1,1,0,0,0,2013,8,15,33,5160.920259901919
3,750,1,0,1,1,0,0,0,2014,1,2,1,6278.481109994053
1,596,1,1,0,1,0,0,0,2014,6,3,23,6629.081778199874
6,0,0,0,0,1,0,0,0,2015,5,24,21,0.0
0,1143,1,0,0,1,0,0,0,2013,11,11,46,8320.864196594233
6,0,0,0,0,1,0,0,0,2014,5,25,21,0.0
5,321,1,0,0,1,0,0,0,2013,2,16,7,2981.5131760465006
0,582,1,1,0,1,0,0,0,2014,2,17,8,6819.497189366968
4,757,1,1,0,1,0,0,0,2014,11,7,45,7451.776315018162
0,1051,1,1,0,1,0,0,0,2014,6,16,25,10786.90516537515
5,1145,1,0,0,1,0,0,0,2015,7,25,30,9311.810193994372
3,1048,1,1,0,1,0,0,0,2015,2,5,6,9218.279813193223
2,284,1,0,0,1,0,0,0,2014,7,23,30,2995.4837828248933
0,694,1,1,0,1,0,0,0,2014,3,3,10,7977.802953454791
3,646,1,1,1,1,0,0,0,2015,5,21,21,6453.9856114125105
6,0,0,0,0,1,0,0,0,2014,2,2,5,0.0
1,1634,1,1,0,1,0,0,0,2014,9,2,36,13263.690348622555
1,836,1,1,0,1,0,0,0,2013,4,23,17,8049.7520286564495
3,0,0,0,0,0,1,0,0,2015,5,14,20,0.0
2,910,1,1,0,1,0,0,0,2014,5,21,21,8262.220947833426
4,386,1,0,1,1,0,0,0,2013,5,24,21,3828.869360312682
0,889,1,0,0,1,0,0,0,2014,5,12,20,6936.018091271252
3,927,1,1,0,1,0,0,0,2014,3,20,12,8274.615721258859
3,689,1,1,0,1,0,0,0,2013,5,2,18,6900.807055192239
6,0,0,0,0,1,0,0,0,2014,6,1,22,0.0
3,759,1,1,0,1,0,0,0,2015,1,15,3,7615.608263032357
3,841,1,1,1,1,0,0,0,2013,10,10,41,7850.150970819858
3,669,1,1,1,1,0,0,0,2015,2,19,8,6731.522334182617
4,547,1,1,1,1,0,0,0,2014,10,10,41,5802.051789457272
4,657,1,0,0,1,0,0,0,2013,11,15,46,6031.884905090831
2,544,1,0,0,1,0,0,0,2014,3,26,13,4849.764181908376
2,486,1,1,0,1,0,0,0,2014,3,19,12,5309.32823351069
4,657,1,0,0,1,0,0,0,2015,3,13,11,6085.336914169195
5,136,1,0,0,1,0,0,0,2013,2,16,7,1272.5560362870588
3,732,1,0,0,1,0,0,0,2014,5,15,20,5961.797145788179
0,605,1,0,0,1,0,0,0,2015,2,9,7,5377.041520134511
5,416,1,0,0,1,0,0,0,2013,4,13,15,3928.3276092512083
3,693,1,0,0,1,0,0,0,2014,10,16,42,5736.034697532567
2,0,0,0,1,0,0,0,1,2013,12,25,52,0.0
1,1325,1,1,0,1,0,0,0,2013,12,3,49,12275.481551878289
6,0,0,0,0,1,0,0,0,2014,3,16,11,0.0
2,444,1,0,0,1,0,0,0,2015,2,25,9,4376.279007936214
2,671,1,0,1,1,0,0,0,2013,10,30,44,5845.015530447849
4,0,0,1,0,0,1,0,0,2014,10,3,40,0.0
4,386,1,0,0,1,0,0,0,2013,7,12,28,3891.3121059165364
6,0,0,0,0,1,0,0,0,2014,10,26,43,0.0
6,0,0,0,0,1,0,0,0,2014,12,7,49,0.0
1,499,1,0,0,1,0,0,0,2014,2,25,9,4501.728656118558
0,0,0,0,0,0,0,1,0,2015,4,6,15,0.0
6,0,0,0,0,1,0,0,0,2015,5,17,20,0.0
1,0,0,1,0,0,1,0,0,2015,1,6,2,0.0
5,2217,1,0,0,1,0,0,0,2013,1,26,4,15530.429430037235
6,0,0,0,0,1,0,0,0,2014,2,16,7,0.0
4,1246,1,0,0,1,0,0,0,2015,2,27,9,9853.956426894256
4,913,1,1,0,1,0,0,0,2015,3,20,12,8278.38576798527
6,214,1,0,0,1,0,0,0,2015,3,22,12,1914.7548121368588
0,870,1,0,0,1,0,0,0,2013,11,25,48,6909.288270500501
3,204,1,0,1,1,0,0,0,2014,10,30,44,2000.2996242588126
5,962,1,0,0,1,0,0,0,2014,12,27,52,7694.699428685883
2,588,1,0,0,1,0,0,0,2014,3,26,13,5087.51075011321
4,1021,1,1,0,1,0,0,0,2014,6,20,25,9084.884300508347
4,887,1,1,0,1,0,0,0,2013,6,7,23,7959.536871301659
2,791,1,0,1,1,0,0,0,2014,7,9,28,6525.851920160786
1,834,1,1,0,1,0,0,0,2014,9,30,40,9149.695057101899
4,781,1,1,0,1,0,0,0,2013,2,22,8,7461.542413110459
2,748,1,1,0,1,0,0,0,2014,9,3,36,7405.332356978974
1,722,1,0,0,1,0,0,0,2014,1,14,3,5869.475920211909
4,729,1,0,0,1,0,0,0,2015,3,27,13,6739.68126983914
5,548,1,0,0,1,0,0,0,2014,7,26,30,5366.179213646008
6,0,0,0,0,1,0,0,0,2015,6,14,24,0.0
5,541,1,0,0,1,0,0,0,2013,4,27,17,5331.642491704572
1,594,1,0,0,1,0,0,0,2014,6,24,26,5208.859122308884
3,538,1,0,0,1,0,0,0,2013,7,11,28,4766.789512857519
3,563,1,1,0,1,0,0,0,2013,7,18,29,5965.155969795845
6,0,0,0,0,1,0,0,0,2014,11,9,45,0.0
6,0,0,0,0,1,0,0,0,2014,2,16,7,0.0
6,0,0,0,0,1,0,0,0,2013,7,28,30,0.0
5,448,1,0,0,1,0,0,0,2013,1,5,1,4374.268962556023
4,616,1,0,0,1,0,0,0,2014,6,27,26,5763.8313167188135
6,0,0,0,0,1,0,0,0,2015,7,12,28,0.0
5,500,1,0,0,1,0,0,0,2013,6,8,23,4859.952190514503
3,203,1,0,0,1,0,0,0,2014,3,27,13,1978.8873401583799
1,403,1,1,1,1,0,0,0,2013,8,13,33,4784.563245968588
3,0,0,1,0,0,1,0,0,2014,5,1,18,0.0
4,1134,1,0,0,1,0,0,0,2013,10,4,40,8824.825309220694
0,544,1,1,0,1,0,0,0,2015,1,26,5,6554.856383883967
0,1449,1,1,1,1,0,0,0,2013,10,7,41,13454.812601660542
0,901,1,1,0,1,0,0,0,2015,5,18,21,9930.050810378014
2,2263,1,1,0,1,0,0,0,2013,9,11,37,15672.966241162543
0,1297,1,1,0,1,0,0,0,2013,1,21,4,12244.460760842981
5,307,1,0,0,1,0,0,0,2013,11,30,48,3018.346247648417
6,0,0,0,0,1,0,0,0,2015,5,10,19,0.0
0,0,0,0,1,0,0,1,0,2013,4,1,14,0.0
2,265,1,0,1,1,0,0,0,2014,8,27,35,2951.5166966934457
5,962,1,0,0,1,0,0,0,2014,8,23,34,7689.019288018151
1,316,1,1,0,1,0,0,0,2013,5,14,20,3815.327154431761
5,429,1,0,0,1,0,0,0,2015,5,2,18,4194.54195868355
5,808,1,0,0,1,0,0,0,2015,5,16,20,7200.494641833351
4,818,1,1,1,1,0,0,0,2014,5,2,18,8018.410285388402
2,2992,1,1,0,1,0,0,0,2014,5,7,19,17852.203712707513
4,721,1,0,0,1,0,0,0,2015,1,23,4,6516.2590598476245
6,0,0,0,0,1,0,0,0,2013,2,10,6,0.0
3,538,1,1,1,1,0,0,0,2013,8,15,33,5711.927803265999
0,969,1,1,0,1,0,0,0,2014,10,20,43,10088.933279136381
5,707,1,0,0,1,0,0,0,2014,5,3,18,6706.848264951276
2,614,1,1,1,1,0,0,0,2015,7,29,31,6742.832009794726
1,582,1,0,0,1,0,0,0,2015,1,20,4,5088.54879549261
3,543,1,0,0,1,0,0,0,2015,7,9,28,5227.183265134861
4,865,1,0,0,1,0,0,0,2014,2,14,7,7099.691307716105
4,0,0,0,1,0,0,0,1,2014,12,26,52,0.0
6,0,0,0,0,1,0,0,0,2013,9,8,36,0.0
3,588,1,0,1,1,0,0,0,2015,3,12,11,5254.947838061762
1,548,1,1,0,1,0,0,0,2014,2,4,6,6345.740094820475
3,399,1,0,0,1,0,0,0,2014,3,13,11,3936.0465817489603
0,925,1,1,0,1,0,0,0,2014,12,15,51,12008.912850847828
6,0,0,0,0,1,0,0,0,2015,4,26,17,0.0
2,796,1,0,0,1,0,0,0,2013,9,18,38,6240.604277260216
2,607,1,1,0,1,0,0,0,2013,4,10,15,6237.33720793815
4,2295,1,1,1,1,0,0,0,2013,1,11,2,15700.742406461934
4,464,1,1,0,1,0,0,0,2015,5,8,19,5439.090067884748
3,568,1,0,0,1,0,0,0,2013,6,13,24,4998.791469810688
6,0,0,0,0,1,0,0,0,2014,9,7,36,0.0
2,791,1,0,1,1,0,0,0,2013,3,13,11,6236.938882750927
4,677,1,0,0,1,0,0,0,2015,6,12,24,6174.762102219023
2,622,1,1,0,1,0,0,0,2013,5,29,22,6704.968432142831
0,953,1,0,0,1,0,0,0,2013,6,24,26,7180.0868089281585
3,652,1,1,0,1,0,0,0,2014,5,8,19,6487.108486534936
1,1703,1,1,1,1,0,0,0,2014,6,17,25,13514.71023163728
4,553,1,1,1,1,0,0,0,2014,8,22,34,5719.802730100846
5,2884,1,0,0,1,0,0,0,2015,3,21,12,16026.404949389847
2,594,1,0,0,1,0,0,0,2014,12,10,50,5571.128138357137
2,843,1,1,1,1,0,0,0,2014,8,20,34,7960.24893027267
5,414,1,0,0,1,0,0,0,2014,6,7,23,3932.3505867991257
6,0,0,0,0,1,0,0,0,2014,6,15,24,0.0
3,335,1,0,1,1,0,0,0,2014,10,30,44,3413.8821056532092
4,417,1,0,0,1,0,0,0,2013,9,20,38,3932.6372471356804
0,1157,1,1,0,1,0,0,0,2014,6,2,23,11745.851532747056
1,834,1,0,0,1,0,0,0,2013,12,10,50,7335.945491469298
4,804,1,0,0,1,0,0,0,2015,7,10,28,7108.5729599501965
3,489,1,1,1,1,0,0,0,2013,8,29,35,5247.131996753731
2,482,1,0,0,1,0,0,0,2015,6,10,24,4709.624028293161
5,789,1,0,0,1,0,0,0,2015,5,23,21,7058.944104994004
6,0,0,0,0,1,0,0,0,2013,11,3,44,0.0
5,530,1,0,0,1,0,0,0,2013,3,23,12,5189.1546655164875
4,1742,1,1,0,1,0,0,0,2015,6,5,23,13811.857784679543
5,1378,1,0,0,1,0,0,0,2014,3,1,9,10082.518686910493
2,447,1,1,0,1,0,0,0,2015,7,15,29,5316.335966233356
5,598,1,0,0,1,0,0,0,2014,8,2,31,5881.673172813818
0,574,1,0,0,1,0,0,0,2015,3,23,13,5116.060711987897
0,972,1,1,1,1,0,0,0,2015,3,30,14,12258.842552525026
0,1159,1,1,0,1,0,0,0,2015,6,29,27,11504.888876043362
6,0,0,0,0,1,0,0,0,2013,3,3,9,0.0
5,853,1,0,0,1,0,0,0,2014,1,18,3,7255.263307352147
0,459,1,0,0,1,0,0,0,2014,2,10,7,4329.371033047228
2,668,1,0,0,1,0,0,0,2014,11,19,47,5552.016074271427
4,626,1,1,1,1,0,0,0,2014,8,22,34,6308.6129589514
1,539,1,1,0,1,0,0,0,2014,11,11,46,6264.483111268488
0,813,1,0,0,1,0,0,0,2015,5,11,20,6915.481860842027
3,0,0,0,1,0,1,0,0,2015,1,1,1,0.0
5,721,1,0,0,1,0,0,0,2015,6,27,26,6794.616405887799
2,0,0,1,0,0,1,0,0,2013,5,1,18,0.0
0,718,1,1,0,1,0,0,0,2015,2,16,8,8096.527379780983
3,984,1,0,0,1,0,0,0,2015,1,22,4,7537.209258145854
0,1537,1,1,0,1,0,0,0,2014,12,1,49,14496.492339874152
0,612,1,1,0,1,0,0,0,2015,7,13,29,7328.399055620134
2,683,1,0,0,1,0,0,0,2015,6,10,24,6178.543379746798
6,0,0,0,0,1,0,0,0,2015,1,18,3,0.0
2,667,1,1,0,1,0,0,0,2014,4,2,14,6915.46371229925
6,0,0,0,0,1,0,0,0,2015,3,22,12,0.0
1,984,1,0,1,1,0,0,0,2014,12,23,52,10702.486170138356
4,605,1,0,1,1,0,0,0,2013,12,27,52,5827.880080434098
6,0,0,0,0,1,0,0,0,2013,4,14,15,0.0
3,960,1,1,1,1,0,0,0,2014,8,7,32,8502.907825571861
5,446,1,0,0,1,0,0,0,2014,10,25,43,4305.588461943177
4,1438,1,0,0,1,0,0,0,2015,5,15,20,10216.45575332031
6,0,0,0,0,1,0,0,0,2014,10,19,42,0.0
4,480,1,0,0,1,0,0,0,2014,1,17,3,4681.37427051988
0,527,1,0,0,1,0,0,0,2013,9,30,40,4839.306463086568
5,1161,1,0,0,1,0,0,0,2014,7,26,30,9193.785484939164
0,1007,1,1,0,1,0,0,0,2013,7,1,27,10464.30431092001
1,594,1,0,0,1,0,0,0,2014,10,28,44,5198.250530346474
4,945,1,0,0,1,0,0,0,2013,2,1,5,7863.928280908906
6,0,0,0,0,0,1,0,0,2013,1,6,1,0.0
1,847,1,1,1,1,0,0,0,2013,7,16,29,8213.680345522036
1,533,1,1,0,1,0,0,0,2013,11,5,45,6266.280979706843
0,730,1,1,0,1,0,0,0,2014,9,1,36,8397.294629291315
1,2865,1,1,0,1,0,0,0,2015,6,30,27,18845.96729200804
6,0,0,0,0,1,0,0,0,2014,2,9,6,0.0
0,837,1,0,0,1,0,0,0,2014,9,8,37,6632.539923801331
2,302,1,0,1,1,0,0,0,2014,4,23,17,3145.5127691337966
0,1150,1,1,0,1,0,0,0,2013,10,7,41,11063.047465348493
3,0,0,0,0,0,1,0,0,2013,5,9,19,0.0
3,308,1,0,0,1,0,0,0,2013,1,31,5,3100.7882706768196
3,730,1,1,0,1,0,0,0,2013,9,26,39,7166.863538225768
5,693,1,0,0,1,0,0,0,2014,2,22,8,6439.096964932164
3,599,1,1,0,1,0,0,0,2015,4,30,18,6726.434340186919
2,706,1,1,0,1,0,0,0,2014,8,20,34,6920.661519979554
5,590,1,0,0,1,0,0,0,2013,6,1,22,5838.957455532052
2,1048,1,0,1,1,0,0,0,2013,8,21,34,7734.09909010709
1,365,1,0,0,1,0,0,0,2014,7,8,28,3702.808124484921
6,0,0,0,0,1,0,0,0,2014,5,11,19,0.0
3,917,1,1,0,1,0,0,0,2015,5,21,21,8280.121551912227
1,785,1,1,1,1,0,0,0,2015,6,2,23,8239.939482958354
6,0,0,0,0,1,0,0,0,2014,8,10,32,0.0
4,813,1,1,1,1,0,0,0,2015,7,31,31,8774.866418305632
1,630,1,1,0,1,0,0,0,2015,1,27,5,6724.429840191479
0,473,1,0,0,1,0,0,0,2014,2,10,7,4465.006929707905
5,1404,1,0,0,1,0,0,0,2015,2,14,7,10228.504838922952
0,578,1,1,0,1,0,0,0,2014,6,2,23,6976.485237606585
6,0,0,0,0,1,0,0,0,2014,2,16,7,0.0
5,1070,1,0,0,1,0,0,0,2015,6,6,23,8930.931674492118
1,574,1,0,0,1,0,0,0,2013,5,7,19,5017.796965708406
1,911,1,1,1,1,0,0,0,2015,7,14,29,8908.48684240534
5,1298,1,0,0,1,0,0,0,2013,2,23,8,9685.330937716171
1,597,1,1,1,1,0,0,0,2015,1,6,2,6632.2817607134475
2,811,1,1,1,1,0,0,0,2014,4,16,16,7937.7439699353745
4,1277,1,0,1,1,0,0,0,2014,5,30,22,10652.540435927496
2,1107,1,0,0,1,0,0,0,2015,6,10,24,8451.162700084198
3,688,1,0,1,1,0,0,0,2013,8,8,32,5806.700274392297
6,0,0,0,0,1,0,0,0,2013,9,15,37,0.0
1,793,1,0,0,1,0,0,0,2013,2,12,7,6213.4387720928535
3,1558,1,1,1,1,0,0,0,2014,10,9,41,11961.923908874
5,392,1,0,0,1,0,0,0,2013,11,9,45,3617.2816402632807
4,856,1,0,1,1,0,0,0,2013,5,10,19,7085.898139378612
2,846,1,1,0,1,0,0,0,2015,1,28,5,8204.815247049039
0,1186,1,1,0,1,0,0,0,2014,2,17,8,11389.506722893791
3,0,0,1,0,0,1,0,0,2015,6,4,23,0.0
1,788,1,1,1,1,0,0,0,2014,10,21,43,7767.675861757601
2,587,1,0,0,1,0,0,0,2014,9,10,37,5156.870164159938
1,722,1,0,0,1,0,0,0,2013,4,16,16,5928.524876214593
0,784,1,0,0,1,0,0,0,2014,9,8,37,6394.087038778316
3,638,1,1,0,1,0,0,0,2014,3,20,12,6360.453385315058
1,653,1,1,0,1,0,0,0,2015,6,2,23,7077.899187851027
4,587,1,1,0,1,0,0,0,2014,3,7,10,6182.024973260373
1,982,1,1,0,1,0,0,0,2013,10,8,41,8853.531678708707
5,879,1,0,0,1,0,0,0,2013,10,26,43,7340.667229818751
6,0,0,0,0,1,0,0,0,2014,4,13,15,0.0
4,929,1,1,0,1,0,0,0,2015,5,8,19,8317.992248061411
5,493,1,0,0,1,0,0,0,2015,6,6,23,5046.319259367474
1,782,1,0,0,1,0,0,0,2013,10,1,40,6386.234449956019
2,439,1,0,0,1,0,0,0,2014,1,15,3,4175.727332923118
6,2765,1,0,0,1,0,0,0,2014,11,23,47,13365.499022162503
4,634,1,1,0,1,0,0,0,2014,10,10,41,6394.344322091164
0,539,1,0,0,1,0,0,0,2014,1,27,5,4714.500967067373
1,948,1,1,0,1,0,0,0,2015,1,13,3,8966.064480701982
1,732,1,1,0,1,0,0,0,2013,6,4,23,7477.888867905131
4,523,1,0,0,1,0,0,0,2013,3,1,9,4980.519618785279
0,647,1,1,1,1,0,0,0,2014,1,6,2,7519.791341513163
1,1225,1,0,1,1,0,0,0,2015,4,7,15,9324.901962255048
5,543,1,0,0,1,0,0,0,2015,3,21,12,5440.321115443454
6,0,0,0,0,1,0,0,0,2013,6,2,22,0.0
1,620,1,0,1,1,0,0,0,2013,9,3,36,5359.646785332851
4,1397,1,0,1,1,0,0,0,2013,7,12,28,9877.438140149608
1,618,1,0,0,1,0,0,0,2014,5,27,22,5335.130072816274
1,671,1,1,0,1,0,0,0,2013,7,2,27,6972.4097027393045
6,0,0,0,0,1,0,0,0,2014,11,30,48,0.0
3,708,1,0,0,1,0,0,0,2014,1,30,5,6098.6616028628205
5,390,1,0,0,1,0,0,0,2013,8,31,35,3709.5307903230305
1,399,1,0,0,1,0,0,0,2013,6,25,26,3976.0488623927213
6,0,0,0,0,1,0,0,0,2014,2,16,7,0.0
1,553,1,1,0,1,0,0,0,2014,12,2,49,6389.030121844224
2,436,1,1,0,1,0,0,0,2015,6,17,25,5216.00019596717
2,600,1,0,1,1,0,0,0,2014,4,23,17,5160.542658996644
3,693,1,1,0,1,0,0,0,2014,2,20,8,6850.293125592434
5,607,1,0,0,1,0,0,0,2014,8,16,33,5725.482080460465
1,493,1,0,1,1,0,0,0,2014,8,12,33,4534.944203108737
3,0,0,0,0,0,1,0,0,2013,5,9,19,0.0
2,780,1,1,0,1,0,0,0,2014,3,19,12,7606.071289098777
0,480,1,0,0,1,0,0,0,2014,2,10,7,4515.792547914627
2,387,1,0,0,1,0,0,0,2015,3,25,13,3981.455355924012
4,545,1,0,0,1,0,0,0,2013,11,1,44,5185.421726290677
4,782,1,0,1,1,0,0,0,2013,4,5,14,6720.50262427703
2,696,1,1,0,1,0,0,0,2013,6,19,25,6790.253278861189
2,922,1,0,0,1,0,0,0,2015,3,11,11,7063.760866630157
2,660,1,0,0,1,0,0,0,2015,2,25,9,5576.188833051448
6,0,0,0,0,1,0,0,0,2014,4,27,17,0.0
5,689,1,0,0,1,0,0,0,2013,4,13,15,6443.434056804701
0,651,1,0,0,1,0,0,0,2014,9,8,37,5498.074634117943
1,920,1,0,0,1,0,0,0,2013,11,12,46,7102.421212188807
1,1775,1,1,0,1,0,0,0,2013,4,23,17,13822.029058133434
3,629,1,1,0,1,0,0,0,2013,2,7,6,6334.395517374904
